kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
METHOD	org.springframework.boot.context.properties.source.MutuallyExclusiveConfigurationPropertiesException	asSet(java.util.Collection<java.lang.String>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MutuallyExclusiveConfigurationPropertiesException.java	RETURN_NULLABLE	nullable	org.springframework.boot.context.properties.source.MutuallyExclusiveConfigurationPropertiesException	asSet(java.util.Collection<java.lang.String>)
FIELD	org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Mappings	null	mappings	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/source/SpringIterableConfigurationPropertySource.java	METHOD_NO_INIT	nullable	org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Mappings	null
FIELD	org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Mappings	null	descendants	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/source/SpringIterableConfigurationPropertySource.java	METHOD_NO_INIT	nullable	org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Mappings	null
PARAMETER	org.springframework.boot.context.properties.ConfigurationPropertiesBinder	ConfigurationPropertiesBinder(org.springframework.context.ApplicationContext)	applicationContext	0	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/ConfigurationPropertiesBinder.java	PASS_NULLABLE	nullable	org.springframework.boot.context.properties.ConfigurationPropertiesBinder$Factory	create()
FIELD	org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty	null	getter	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/JavaBeanBinder.java	METHOD_NO_INIT	nullable	org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty	null
FIELD	org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty	null	setter	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/JavaBeanBinder.java	METHOD_NO_INIT	nullable	org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty	null
FIELD	org.springframework.boot.context.logging.LoggingApplicationListener	null	loggingSystem	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/logging/LoggingApplicationListener.java	METHOD_NO_INIT	nullable	org.springframework.boot.context.logging.LoggingApplicationListener	null
METHOD	org.springframework.boot.logging.LoggingSystem	get(java.lang.ClassLoader)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystem.java	RETURN_NULLABLE	nullable	org.springframework.boot.logging.LoggingSystem	get(java.lang.ClassLoader)
FIELD	org.springframework.boot.web.servlet.ServletComponentRegisteringPostProcessor	null	applicationContext	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/servlet/ServletComponentRegisteringPostProcessor.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.servlet.ServletComponentRegisteringPostProcessor	null
FIELD	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null	ssl	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/AbstractConfigurableWebServerFactory.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null
FIELD	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null	compression	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/AbstractConfigurableWebServerFactory.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null
FIELD	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null	ssl	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/AbstractConfigurableWebServerFactory.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null
FIELD	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null	compression	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/AbstractConfigurableWebServerFactory.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.server.AbstractConfigurableWebServerFactory	null
METHOD	org.springframework.boot.web.server.CertificateFileSslStoreProvider	from(org.springframework.boot.web.server.Ssl)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/CertificateFileSslStoreProvider.java	RETURN_NULLABLE	nullable	org.springframework.boot.web.server.CertificateFileSslStoreProvider	from(org.springframework.boot.web.server.Ssl)
FIELD	org.springframework.boot.web.embedded.netty.SslServerCustomizer	null	ssl	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/embedded/netty/SslServerCustomizer.java	ASSIGN_FIELD_NULLABLE	nullable	org.springframework.boot.web.embedded.netty.SslServerCustomizer	SslServerCustomizer(org.springframework.boot.web.server.Ssl,org.springframework.boot.web.server.Http2,org.springframework.boot.web.server.SslStoreProvider)
FIELD	org.springframework.boot.web.embedded.undertow.UndertowWebServer	null	undertow	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/embedded/undertow/UndertowWebServer.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.embedded.undertow.UndertowWebServer	null
FIELD	org.springframework.boot.web.embedded.undertow.UndertowWebServer	null	closeables	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/embedded/undertow/UndertowWebServer.java	METHOD_NO_INIT	nullable	org.springframework.boot.web.embedded.undertow.UndertowWebServer	null
FIELD	org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar	null	applicationContext	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/admin/SpringApplicationAdminMXBeanRegistrar.java	METHOD_NO_INIT	nullable	org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar	null
PARAMETER	org.springframework.boot.jdbc.DataSourceBuilder$Getter	get(T)	instance	0	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/jdbc/DataSourceBuilder.java	PASS_NULLABLE	nullable	org.springframework.boot.jdbc.DataSourceBuilder$MappedDataSourceProperty	get(T)
FIELD	org.springframework.boot.logging.DeferredLog	null	destinationSupplier	null	/Users/nima/Developer/NullAwayFixer/Projects/spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/logging/DeferredLog.java	ASSIGN_FIELD_NULLABLE	nullable	org.springframework.boot.logging.DeferredLog	DeferredLog()
